Technology (Process),Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 2,sankey_overview,custom
TRABGS00,TRA,.PRE.,Fuel Tech - Biogas (TRA),PJ,PJA,PRE,TRABGS,ANNUAL,"0,00",Fuel Tech - Biogas (TRA),End-use fuel tech,Fuel Tech - Biogas (TRA)
TRAELC00,TRA,.PRE.,Fuel Tech - Electricity (TRA),PJ,GW,PRE,TRAELC,ANNUAL,"0,00",Fuel Tech - Electricity (TRA),End-use fuel tech,Fuel Tech - Electricity (TRA)
TRAGH2C04,SUP,.PRE.,Fuel Tech - H2 Delivery from centralized production (COMP+USTOR+TR+GSTORB+RTS+REFGG (small)),PJ,PJ-A,PRE,TRAGH2,DAYNITE,,Fuel Tech - H2,Fuel conversion,Fuel Tech - H2
TRAGMX00,TRA,.PRE.,Fuel Tech - Reseau gas mixed (TRA),PJ,PJA,PRE,TRAGMX,ANNUAL,"0,00",Fuel Tech - Reseau gas mixed (TRA),End-use fuel tech,Fuel Tech - Reseau gas mixed (TRA)
TRAKER00,TRA,.PRE.,Fuel Tech - Kerosene - Jet Fuels (TRA),PJ,PJA,PRE,TRAKER,ANNUAL,"0,00",Fuel Tech - Kerosene - Jet Fuels,End-use fuel tech,End-use fuel tech
TRALH2C01,SUP,.PRE.,Fuel Tech - H2 Delivery from centralized production (COMP+USTOR+TR+LIQ+LSTORB+RTS+REFLL(large)),PJ,PJ-A,PRE,TRALH2,DAYNITE,,Fuel Tech - H2,Fuel conversion,Fuel Tech - H2
TRALH2C02_i,SUP,.PRE.,TRALH2C02_i,PJ,PJ-A,PRE,TRALH2,DAYNITE,,Transport (other),Fuel conversion,Fuel conversion
TRALPG00,TRA,.PRE.,Fuel Tech - Liquified Petroleum Gas (TRA),PJ,PJA,PRE,TRALPG,ANNUAL,"0,00",Fuel Tech - Liquified Petroleum Gas (TRA),End-use fuel tech,Fuel Tech - Liquified Petroleum Gas (TRA)
TSTGEVCMIDN01,TRA,.STG.,EV fleet battery storage (TRA_STG),PJ,GW,STG,BATELCOUT,DAYNITE,"0,00",TRA_STG_PJ_GW,Transport,EV battery storage
TTFELCDST00,TRA,.DMD.,Train Freigh Tech Existing,BTKM,BTKMA,DMD,TTF,ANNUAL,"0,00",rail transport,Transport,rail transport
TTPELCDST00,TRA,.DMD.,Train Conventional Passengers Tech Existing,BPKM,BPKMA,DMD,TTP,ANNUAL,"0,00",rail transport,Transport,rail transport
TRAGAS00,TRA,.DMD.,Fuel Tech - Natural Gas (TRA),PJ,PJA,PRE,TRAGAS,ANNUAL,"0,00",Fuel Tech - Natural Gas (TRA),End-use fuel tech,Fuel Tech - Natural Gas (TRA)
TRAGZH00,TRA,.PRE.,BioGas (TAR),PJ,PJA,PRE,TRAGZH,ANNUAL,"0,00",BioGas (TAR),Transport,BioGas (TAR)
TBUSGASU00,TRA,.DMD.,Buses CNG Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGMXCN01,TRA,.DMD.,Buses Gas Coach New,BVKM,000VEH,DMD,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGMXUN01,TRA,.DMD.,Buses Gas Urban New,BVKM,000VEH,DMD,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TCARGASEX01,TRA,.DMD.,Cars Gas Executive New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX02,TRA,.DMD.,Cars CNG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX03,TRA,.DMD.,Cars Gas Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX04,TRA,.DMD.,Cars CNG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX05,TRA,.DMD.,Cars Gas Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX06,TRA,.DMD.,Cars Gas Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX07,TRA,.DMD.,Cars CNG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX08,TRA,.DMD.,Cars Gas Executive New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX09,TRA,.DMD.,Cars CNG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX10,TRA,.DMD.,Cars Gas Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX11,TRA,.DMD.,Cars CNG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX12,TRA,.DMD.,Cars Gas Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX13,TRA,.DMD.,Cars Gas Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX14,TRA,.DMD.,Cars CNG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEX15,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX16,TRA,.DMD.,Heavy Duty Trucks CNG More than 3 t,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX17,TRA,.DMD.,Heavy Duty Trucks CNG Less than 14 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX18,TRA,.DMD.,Heavy Duty Trucks LNG  Between 14-28 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX19,TRA,.DMD.,Heavy Duty Trucks LNG Between 28-40 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX20,TRA,.DMD.,Heavy Duty Trucks LNG Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX21,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX22,TRA,.DMD.,Heavy Duty Trucks CNG More than 3 t,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX23,TRA,.DMD.,Heavy Duty Trucks CNG Less than 14 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX24,TRA,.DMD.,Heavy Duty Trucks LNG  Between 14-28 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX25,TRA,.DMD.,Heavy Duty Trucks LNG Between 28-40 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX26,TRA,.DMD.,Heavy Duty Trucks LNG Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX27,TRA,.DMD.,Light Commercial Vehicles Gas Light New,BVKM,000VEH,DMD,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TCARGASEX28,TRA,.DMD.,Light Commercial Vehicles Gas Light New,BVKM,000VEH,DMD,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
BBLQGAS110,IND,.PRE.,Gasification_ black liquor to methane,PJ,PJA,PRE,BBLQGAS,ANNUAL,,Industry,Industry,Industry
BWOOGAS110,IND,.PRE.,Gasification_ biomass (tree salix etc) to methane,PJ,PJA,PRE,BWOOGAS,ANNUAL,,Industry,Industry,Industry
CO2STG01,SUP,.PRE.,CO2 transport and storage,PJ,PJA,PRE,CO2STOCK,ANNUAL,,CO2 transport and storage,Fuel conversion,CO2 storage
ESTBATS102,ELC,.ELE.,Battery (Li-ion) Bulk ELC Storage: DayNite,PJ,PJA,PRE,ESTBATS,ANNUAL,,Battery charge,Power plants,Grid battery storage
ESTBATS202,ELC,.ELE.,Battery (Li-ion) Bulk ELC Storage: DayNite/Seasonal,PJ,PJA,PRE,ESTBATS,ANNUAL,,Battery charge,Power plants,Grid battery storage
ETSTP_CCGT_CCS_E12_N,ELC,.ELE.,Thermal Public - Retrofitting CCGT CCS,PJ,PJA,PRE,ELCHIG,ANNUAL,,Thermal Public - Retrofitting CCGT CCS,Power plants,Power plants
ETSTP_CCGT_CCS_E13_N,ELC,.ELE.,Thermal Public - Retrofitting CCGT CCS,PJ,PJA,PRE,ELCHIG,ANNUAL,,Thermal Public - Retrofitting CCGT CCS,Power plants,Power plants
ETSTP_Retrofit_CCGT_CCS_E12_N,ELC,.ELE.,Thermal Public - Retrofitting CCGT CCS,PJ,PJA,PRE,ELCHIG,ANNUAL,,Thermal Public - Retrofitting CCGT CCS,Power plants,Power plants
ETSTP_Retrofit_CCGT_CCS_E13_N,ELC,.ELE.,Thermal Public - Retrofitting CCGT CCS,PJ,PJA,PRE,ELCHIG,ANNUAL,,Thermal Public - Retrofitting CCGT CCS,Power plants,Power plants
ETSTP_Tihange_retrofit_N,ELC,.ELE.,ETSTP_Tihange_retrofit_N,PJ,PJA,PRE,ELCHIG,ANNUAL,,ETSTP_Tihange_retrofit_N,Power plants,Power plants
ICMDRYCOKCC_01,IND,.PRE.,ICM.Dry Process Production with CO2 capture.10.,PJ,PJA,PRE,ICMGAS,ANNUAL,,Industry,Industry,Industry
ICMDRYHFOCC_01,IND,.PRE.,ICM.Dry Process Production with CO2 capture.10.,PJ,PJA,PRE,ICMGAS,ANNUAL,,Industry,Industry,Industry
ICMDRYLFOCC_01,IND,.PRE.,ICM.Dry Process Production with CO2 capture.10.,PJ,PJA,PRE,ICMGAS,ANNUAL,,Industry,Industry,Industry
ICMGMX00,IND,.PRE.,ICMGMX00,PJ,PJA,PRE,ICMGAS,ANNUAL,,Industry,Industry,Industry
IGFGMX00,IND,.PRE.,IGFGMX00,PJ,PJA,PRE,IGFGAS,ANNUAL,,Industry,Industry,Industry
IGHGMX00,IND,.PRE.,IGHGMX00,PJ,PJA,PRE,IGHGAS,ANNUAL,,Industry,Industry,Industry
IISGMX00,IND,.PRE.,IISGMX00,PJ,PJA,PRE,IISGAS,ANNUAL,,Industry,Industry,Industry
ILMGMX00,IND,.PRE.,ILMGMX00,PJ,PJA,PRE,ILMGAS,ANNUAL,,Industry,Industry,Industry
IMPELCOFFWINBE,SUP,.PRE.,Electricity import (ALL) - off wind ext,PJ,PJA,PRE,IMPELCOFFWINBE,ANNUAL,,Electricity Imports,Imports & trade,Imports & trade
IMPELCOFFWINEXT,SUP,.PRE.,Electricity import (ALL) - off wind be,PJ,PJA,PRE,IMPELCOFFWINBE,ANNUAL,,Electricity Imports,Imports & trade,Imports & trade
INDGZH00,IND,.PRE.,Fuel Tech New - biogaz epure (IND),PJ,PJA,PRE,INDGZH,ANNUAL,,Fuel Tech New - biogaz epure (IND),End-use fuel tech,Fuel Tech New - biogaz epure (IND)
TAVINTHH2FN01,TRA,.DMD.TAIP.,Transport marchandise - Aviation - International - Hydrogen (New),PJ,PJA,PRE,TAIP,ANNUAL,,Aviation,Transport,international aviation
Transfo_Exp,IND,.PRE.,Transfo_Exp,PJ,PJA,PRE,Transfo_Exp,ANNUAL,,Electricity Exports,Exports,Exports
Transfo_Imp,IND,.PRE.,Transfo_Imp,PJ,PJA,PRE,Transfo_Imp,ANNUAL,,Electricity Imports,Imports & trade,Imports & trade
TBUSGASCN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGASUN01,TRA,.DMD.,Buses Gas Urban New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGMXU00,TRA,.DMD.,Buses CNG Urban Existing,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TCARGASEX00,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASEXN01,TRA,.DMD.,Cars Gas Executive New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASML00,TRA,.DMD.,Cars CNG Medium-Lower Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASMLN01,TRA,.DMD.,Cars Gas Medium-Lower New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASMU00,TRA,.DMD.,Cars CNG Medium-Upper Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASMUN01,TRA,.DMD.,Cars Gas Medium-Upper New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGASSMN01,TRA,.DMD.,Cars Gas Small New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGMXEXN01,TRA,.DMD.,Cars Gas Executive New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGMXMLN01,TRA,.DMD.,Cars Gas Medium-Lower New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGMXMUN01,TRA,.DMD.,Cars Gas Medium-Upper New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGMXSMN01,TRA,.DMD.,Cars Gas Small New,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
THDTGASH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGASH1N02,TRA,.DMD.,Heavy Duty Trucks CNG More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGASH2N01,TRA,.DMD.,Heavy Duty Trucks CNG Less than 14 t New,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGASH3N01,TRA,.DMD.,Heavy Duty Trucks LNG  Between 14-28 t New,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGASH4N01,TRA,.DMD.,Heavy Duty Trucks LNG Between 28-40 t New,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGASH5N01,TRA,.DMD.,Heavy Duty Trucks LNG Between 40-50 t New,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGMXH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGMXH1N02,TRA,.DMD.,Heavy Duty Trucks CNG More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGMXH2N01,TRA,.DMD.,Heavy Duty Trucks CNG Less than 14 t New,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TLCVGASLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TLCVGMXLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TRADST00,TRA,.PRE.,Fuel Tech - Diesel (TRA),PJ,PJA,PRE,TRADST,ANNUAL,"0,00",Fuel Tech - Diesel (TRA),End-use fuel tech,Fuel Tech - Diesel (TRA)
TRAETH00,TRA,.PRE.,Fuel Tech - Ethanol (TRA),PJ,PJA,PRE,TRAETH,ANNUAL,"0,00",Fuel Tech - Ethanol (TRA),End-use fuel tech,Fuel Tech - Ethanol (TRA)
TRAGSL00,TRA,.PRE.,Fuel Tech - Gasoline (TRA),PJ,PJA,PRE,TRAGSL,ANNUAL,"0,00",Fuel Tech - Gasoline (TRA),End-use fuel tech,Fuel Tech - Gasoline (TRA)
TBUSBDLCN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSBDLUN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSDSTCN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSDSTHEVU00,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSDSTUHEVN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSELCUN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSETHUN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGH2CN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGH2UN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGSLCN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TBUSGSLUN01,TRA,.DMD.,Buses Gas Coach New,PJ,PJA,PRE,TBU,ANNUAL,,Road transport (public),Transport,Road transport (public)
TCARDSTEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTHEV4EXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTHYBEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTHYBMLN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTHYBMUN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTHYBSMN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARDSTMUN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGH2FCEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGH2FCMLN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGH2FCMUN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGH2FCSMN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLHEV4EXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLHYBEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLHYBMUN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLHYBSMN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLMLN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARGSLSMN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARLPGEXN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARLPGMUN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
TCARLPGSMN01,TRA,.DMD.,Cars CNG Executive Existing,PJ,PJA,PRE,TCAR,ANNUAL,,Cars,Transport,Cars
THDTDSTH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTDSTHYBH2N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTDSTHYBH3N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTDSTHYBH4N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTELCH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTELCH2N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTELCH3N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTELCH4N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTELCH5N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGH2H1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGH2H2N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGH2H3N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGH2H4N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGSLH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
THDTGSLHYBH1N01,TRA,.DMD.,Heavy Duty Trucks Gas More than 3 t,PJ,PJA,PRE,THDT,ANNUAL,,Road Freight,Transport,Road Freight
TLCVELCLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TLCVETHHYBLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TLCVETHLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TLCVGH2LCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TLCVGSLLCN01,TRA,.DMD.,Light Commercial Vehicles Gas Light New,PJ,PJA,PRE,TLCV,ANNUAL,,Road Freight,Transport,Road Freight
TNAINLBDLN01,TRA,.DMD.,Transport Navigation Inland Biodiesel (New),PJ,PJA,DMD,TNDF,ANNUAL,,domestic navigation,Transport,domestic navigation
CHBAELCHP202,COM,,Com Space Heat New Heat Pump - CO - ELC202,PJ,,PRE,,,,Commercial Heat pump,Buildings,Commercial Heat pump
CHENELCHP202,COM,,Com Space Heat New Heat Pump - CO - ELC202,PJ,,PRE,,,,Commercial Heat pump,Buildings,Commercial Heat pump
CHSALTH101,COM,,Com Space Heat New Heat Exchanger - SA - HET101,PJ,,PRE,,,,Commercial Heat Exchanger,District heating,Commercial Heat Exchanger
ISGHTHSTMBGS01,IND,,ISG.Preparation.of.sugar.Process Heat.BIO.01,PJ,,PRE,,,,Industry,Industry,Industry
IISFINPRO01,IND,,IIS.Finishing Processes.01,PJ,,DMD,,,,Industry,Industry,Industry
INFPRCCOK01,IND,,INFPRCCOK01,PJ,,PRE,,,,Industry,Industry,Industry
INMPRCCPS01,IND,,INMPRCCPS01,PJ,,PRE,,,,Industry,Industry,Industry
IOFPRCCPS01,IND,,IOFPRCCPS01,PJ,,PRE,,,,Industry,Industry,Industry
IOIPRCCPS01,IND,,IOIPRCCPS01,PJ,,PRE,,,,Industry,Industry,Industry
ISGHTHSTMCPS01,IND,,ISG.Preparation.of.sugar.Process Heat.CPS.01,PJ,,PRE,,,,Industry,Industry,Industry
IBOHTHSTMGMX01,IND,,IBO.wood.Process Heat.GMX.01,PJ,,PRE,,,,Industry,Industry,Industry
ICHSTMGMX01,IND,,ICHSTMGMX01,PJ,,PRE,,,,Industry,Industry,Industry
INFSTMGMX01,IND,,INFSTMGMX01,PJ,,PRE,,,,Industry,Industry,Industry
INMSTMGMX01,IND,,INMSTMGMX01,PJ,,PRE,,,,Industry,Industry,Industry
IOISTMGMX01,IND,,IOISTMGMX01,PJ,,PRE,,,,Industry,Industry,Industry
RH2FELCHPN4,RSD,,Air heat pump with electric boiler-RH2F-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHAPELCHPN4,RSD,,Air heat pump with electric boiler-RHAP-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHN2FELCHPN4,RSD,,Air heat pump with electric boiler-RHN2F-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHN3FELCHPN4,RSD,,Air heat pump with electric boiler-RHN3F-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHN4FELCHPN4,RSD,,Air heat pump with electric boiler-RHN4F-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHNAPELCHPN4,RSD,,Air heat pump with electric boiler-RHNAP-New4,PJ,,PRE,,,,Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHAPGMXN1,RSD,,Natural gas stove condensing-RHAP-New1,PJ,,PRE,,,,Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RW2FGMXN3,,,RW2FGMXN3,PJ,,,,,,Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RW4FGMXN3,,,RW4FGMXN3,PJ,,,,,,Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RWAPGMXN3,,,RWAPGMXN3,PJ,,,,,,Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
Retrofit-M_C_BP,COM,,Retrofit-M_C_BP,PJ,,PRE,,,,Retrofitting improvements,Buildings,Building retrofits
